date,province,region,ratio_tourist_stay,no_tourist_stay,no_tourist_all,no_tourist_thai,no_tourist_foreign,revenue_all,revenue_thai,revenue_foreign
2019-04-01,Sukhothai ,north,0.6374,78237,138685,112092,26593,309900000,229320000,80580000
2019-04-01,Nan ,north,0.5902000000000001,56484,81699,79951,1748,271140000,264740000,6400000
2019-04-01,Kalasin ,east_northeast,0.5628,21592,52287,51811,476,102690000,101740000,950000
2019-04-01,Khon Kaen ,east_northeast,0.6175999999999999,215573,477427,469438,7989,1449710000,1402580000,47130000
2019-04-01,Chaiyaphum ,east_northeast,0.5566,65709,127842,126305,1537,161570000,159060000,2510000
2019-04-01,Nakhon Phanom ,east_northeast,0.5711999999999999,38295,101007,87766,13241,195750000,177840000,17910000
2019-04-01,Nakhon Ratchasima ,east_northeast,0.6013000000000001,452672,827070,811619,15451,1953030000,1888220000,64810000
2019-04-01,Buriram ,east_northeast,0.6509999999999999,103025,212783,208571,4212,300980000,294820000,6160000
2019-04-01,Maha Sarakham ,east_northeast,0.5207,37853,62592,61843,749,131220000,129570000,1650000
2019-04-01,Mukdahan ,east_northeast,0.5597,54188,181718,158869,22849,268000000,225840000,42160000
2019-04-01,Roi Et ,east_northeast,0.5396,36734,75338,74577,761,121700000,119980000,1720000
2019-04-01,Loei ,east_northeast,0.5713,101975,185792,182599,3193,351180000,340930000,10250000
2019-04-01,Sisaket ,south,0.5476,27120,140957,139403,1554,186400000,181600000,4800000
2019-04-01,Surin ,east_northeast,0.5506,76572,109059,107036,2023,216280000,207380000,8900000
2019-04-01,Nong Khai ,east_northeast,0.6136,91186,268297,209176,59121,530090000,449460000,80630000
2019-04-01,Bueng Kan ,east_northeast,0.5804,22547,51878,50637,1241,76730000,74470000,2260000
2019-04-01,Udon Thani ,east_northeast,0.753,188488,342905,330442,12463,938790000,881470000,57320000
2019-04-01,Ubon Ratchathani ,east_northeast,0.6435,117663,297439,282963,14476,682290000,624880000,57410000
2019-04-01,Sakon Nakhon ,east_northeast,0.5629,66677,127682,126930,752,244490000,241340000,3150000
2019-04-01,Yasothon ,east_northeast,0.6071,16258,58162,56634,1528,105100000,100550000,4550000
2019-04-01,Amnat Charoen ,east_northeast,0.5992000000000001,7762,23792,23089,703,32040000,29400000,2640000
2019-04-01,Nong Bua Lamphu ,east_northeast,0.473,10580,24004,23792,212,26730000,26450000,280000
2019-05-01,Bangkok,central,0.7944,2955553,5378757,3379718,1999039,81195510000,32253000000,48942510000
2019-05-01,Lopburi ,central,0.5111,47641,199924,198619,1305,375990000,372210000,3780000
2019-05-01,Phra Nakhon Si Ayutthaya ,central,0.6668999999999999,87841,675175,500232,174943,1877360000,1218120000,659240000
2019-05-01,Saraburi ,central,0.5397,68576,332323,328306,4017,487280000,480260000,7020000
2019-05-01,Chainat ,central,0.7492,24902,82495,82280,215,130410000,129960000,450000
2019-05-01,Nakhon Pathom ,central,0.7490000000000001,116631,291934,283526,8408,417810000,403530000,14280000
2019-05-01,Sing Buri ,central,0.5777,15365,65049,64713,336,76390000,75800000,590000
2019-05-01,Ang Thong ,central,0.732,20667,69923,69159,764,91970000,91110000,860000
2019-05-01,Nonthaburi ,central,0.6976,83987,240456,212079,28377,418080000,358550000,59530000
2019-05-01,Pathum Thani ,central,0.5243,45058,161920,115443,46477,310050000,163650000,146400000
2019-05-01,Samut Prakan ,central,0.5728,93920,286530,217158,69372,524590000,337270000,187320000
2019-05-01,Samut Sakhon ,central,0.6234000000000001,63594,91543,91345,198,166030000,165580000,450000
2019-05-01,Chachoengsao ,east,0.612,45558,324862,323575,1287,514280000,511310000,2970000
2019-05-01,Ratchaburi ,central,0.4932,67137,204739,200061,4678,349080000,340390000,8690000
2019-05-01,Kanchanaburi ,central,0.5976,251166,788522,750448,38074,2092030000,1937800000,154230000
2019-05-01,Samut Songkhram ,central,0.6455,51663,143986,140372,3614,206990000,201320000,5670000
2019-05-01,Suphan Buri ,central,0.7502,77143,170020,167537,2483,360630000,353790000,6840000
2019-05-01,Phetchaburi ,central,0.7075,307891,711498,681344,30154,2336200000,1986300000,349900000
2019-05-01,Prachuap Khiri Khan ,central,0.4654,335222,514547,446022,68525,2803370000,1965950000,837420000
2019-05-01,Chonburi ,east,0.8216,1408665,1690412,817301,873111,25648650000,5098310000,20550340000
2019-05-01,Chanthaburi ,east,0.6153,153920,238905,229036,9869,940480000,872110000,68370000
2019-05-01,Trat ,east,0.7051999999999999,181493,206074,170707,35367,1735520000,1197600000,537920000
2019-05-01,Nakhon Nayok ,east,0.6168,149872,253601,252674,927,680030000,677210000,2820000
2019-05-01,Prachinburi ,east,0.5036999999999999,99016,161113,153539,7574,502150000,457650000,44500000
2019-05-01,Rayong ,east,0.8037000000000001,443647,735125,699836,35289,3002130000,2689060000,313070000
2019-05-01,Sa Kaeo ,east,0.595,64045,182432,164882,17550,558920000,511070000,47850000
2019-05-01,Phuket ,south,0.6825,839220,930340,92991,837349,28004850000,1055080000,26949770000
2019-05-01,Phatthalung ,south,0.6839,77579,127454,123113,4341,306670000,296950000,9720000
2019-05-01,Trang ,south,0.6218,91843,140857,129242,11615,785380000,690900000,94480000
2019-05-01,Ranong ,south,0.5629,56011,67981,64514,3467,425090000,398290000,26800000
2019-05-01,Chumphon ,south,0.7009000000000001,113917,131108,123214,7894,684470000,653250000,31220000
2019-05-01,Pattani ,south,0.5984,25054,26215,26118,97,94560000,94170000,390000
2019-05-01,Yala ,south,0.5524,55322,59471,8245,51226,308040000,26290000,281750000
2019-05-01,Nakhon Si Thammarat ,south,0.6514,250839,389122,386056,3066,2017150000,2000710000,16440000
2019-05-01,Narathiwat ,south,0.6235,59793,63667,22440,41227,334500000,105220000,229280000
2019-05-01,Krabi ,south,0.6534,331406,615062,236314,378748,7839310000,3294910000,4544400000
2019-05-01,Songkhla ,south,0.6988,425660,558588,334338,224250,5206620000,2507270000,2699350000
2019-05-01,Phang Nga ,south,0.5966,79288,407912,131544,276368,3637300000,575730000,3061570000
2019-05-01,Surat Thani ,south,0.6707,394486,432897,174696,258201,6912830000,1404970000,5507860000
2019-05-01,Satun ,south,0.6851,70882,113147,98821,14326,487930000,427170000,60760000
2019-05-01,Kamphaeng Phet ,north,0.4316,31795,59938,57264,2674,136730000,132350000,4380000
2019-05-01,Chiang Rai ,north,0.4623,225609,272121,231496,40625,1992200000,1487420000,504780000
2019-05-01,Chiang Mai ,north,0.6837000000000001,663597,759952,512041,247911,7282570000,4370460000,2912110000
2019-05-01,Phichit ,north,0.4916,29401,72458,71827,631,103330000,102080000,1250000
2019-05-01,Nakhon Sawan ,north,0.49340000000000006,76571,208263,204491,3772,433010000,425600000,7410000
2019-05-01,Tak ,north,0.6228,142153,197542,196151,1391,639220000,634790000,4430000
2019-05-01,Phitsanulok ,north,0.5309,142716,259251,248645,10606,570780000,517490000,53290000
2019-05-01,Phayao ,north,0.4089,17607,32696,31831,865,64770000,63460000,1310000
2019-05-01,Phetchabun ,north,0.4485,145400,180094,177811,2283,551480000,542230000,9250000
2019-05-01,Phrae ,north,0.5144,24092,60553,56518,4035,115480000,103440000,12040000
2019-05-01,Lampang ,north,0.5986,48317,87168,83304,3864,280580000,261170000,19410000
2019-05-01,Lamphun ,north,0.5573,21025,88007,84938,3069,121860000,118290000,3570000
2019-05-01,Mae Hong Son ,north,0.3145,58747,65764,47788,17976,373620000,201980000,171640000
2019-05-01,Uttaradit ,north,0.5347,52687,68714,68318,396,167880000,167200000,680000
2019-05-01,Uthai Thani ,north,0.426,25958,58257,57537,720,94440000,92910000,1530000
2019-05-01,Sukhothai ,north,0.5569,72204,127947,103951,23996,285370000,212660000,72710000
2019-05-01,Nan ,north,0.6019,56523,81819,80269,1550,271460000,265790000,5670000
2019-05-01,Kalasin ,east_northeast,0.5576,23646,57244,56864,380,112420000,111660000,760000
2019-05-01,Khon Kaen ,east_northeast,0.5184000000000001,183914,407099,401186,5913,1233540000,1198660000,34880000
2019-05-01,Chaiyaphum ,east_northeast,0.5325,73253,142506,141216,1290,179930000,177830000,2100000
2019-05-01,Nakhon Phanom ,east_northeast,0.5644,35555,91932,82725,9207,180080000,167630000,12450000
2019-05-01,Nakhon Ratchasima ,east_northeast,0.5756,448391,819281,804088,15193,1934430000,1870700000,63730000
2019-05-01,Buriram ,east_northeast,0.5438000000000001,93781,193843,189710,4133,274200000,268160000,6040000
2019-05-01,Maha Sarakham ,east_northeast,0.48369999999999996,36200,59862,59108,754,125500000,123840000,1660000
2019-05-01,Mukdahan ,east_northeast,0.5299,53983,177818,160011,17807,260330000,227470000,32860000
2019-05-01,Roi Et ,east_northeast,0.4669,34001,69734,69018,716,112640000,111030000,1610000
2019-05-01,Loei ,east_northeast,0.5039,92249,168175,165899,2276,317060000,309750000,7310000
2019-05-01,Sisaket ,south,0.5268,26597,138356,136898,1458,182840000,178340000,4500000
2019-05-01,Surin ,east_northeast,0.5352,75190,107108,104984,2124,212740000,203400000,9340000
2019-05-01,Nong Khai ,east_northeast,0.6151,95987,270927,221693,49234,543500000,476360000,67140000
2019-05-01,Bueng Kan ,east_northeast,0.5517,21618,49634,48908,726,73240000,71920000,1320000
2019-05-01,Udon Thani ,east_northeast,0.728,188311,342307,331266,11041,934450000,883670000,50780000
2019-05-01,Ubon Ratchathani ,east_northeast,0.6574,111533,282088,269135,12953,645720000,594350000,51370000
2019-05-01,Sakon Nakhon ,east_northeast,0.5721,73166,140252,139651,601,268040000,265520000,2520000
2019-05-01,Yasothon ,east_northeast,0.6653,17536,62611,60873,1738,113250000,108070000,5180000
2019-05-01,Amnat Charoen ,east_northeast,0.5624,7296,22436,21816,620,30110000,27780000,2330000
2019-05-01,Nong Bua Lamphu ,east_northeast,0.45549999999999996,10113,22905,22791,114,25490000,25340000,150000
2019-06-01,Bangkok,central,0.7414000000000001,2730212,4821534,2890456,1931078,74862520000,27583910000,47278610000
2019-06-01,Lopburi ,central,0.5434,44546,186741,185406,1335,351320000,347460000,3860000
2019-06-01,Phra Nakhon Si Ayutthaya ,central,0.5939,82229,635178,463432,171746,1775710000,1128500000,647210000
2019-06-01,Saraburi ,central,0.5596,68969,334343,330589,3754,490180000,483610000,6570000
2019-06-01,Chainat ,central,0.7303000000000001,23450,77614,77342,272,122720000,122170000,550000
2019-06-01,Nakhon Pathom ,central,0.7221,109610,274396,266285,8111,392780000,378980000,13800000
2019-06-01,Sing Buri ,central,0.6142,15121,64014,63679,335,75170000,74580000,590000
2019-06-01,Ang Thong ,central,0.6927,18583,63117,62095,1022,82960000,81810000,1150000
2019-06-01,Nonthaburi ,central,0.6463,81506,234108,209622,24486,405780000,354410000,51370000
2019-06-01,Pathum Thani ,central,0.5047,43242,152546,115832,36714,279860000,164210000,115650000
2019-06-01,Samut Prakan ,central,0.5739,91008,277505,209494,68011,509010000,325370000,183640000
2019-06-01,Samut Sakhon ,central,0.5861,58934,84837,84647,190,153860000,153440000,420000
2019-06-01,Chachoengsao ,east,0.5557,40885,291289,289940,1349,461320000,458190000,3130000
2019-06-01,Ratchaburi ,central,0.4677,52990,162225,157131,5094,276810000,267360000,9450000
2019-06-01,Kanchanaburi ,central,0.5822999999999999,229213,717779,677702,40077,1912300000,1749960000,162340000
2019-06-01,Samut Songkhram ,central,0.5377000000000001,47567,132730,129129,3601,190840000,185210000,5630000
2019-06-01,Suphan Buri ,central,0.7426,80569,177583,174705,2878,376850000,368920000,7930000
2019-06-01,Phetchaburi ,central,0.6249,264852,613695,589475,24220,1999530000,1718480000,281050000
2019-06-01,Prachuap Khiri Khan ,central,0.4129,309372,470316,397690,72626,2640440000,1752920000,887520000
2019-06-01,Chonburi ,east,0.7551000000000001,1272728,1541183,784721,756462,22752190000,4895040000,17857150000
2019-06-01,Chanthaburi ,east,0.6208,153288,238059,226915,11144,941220000,864030000,77190000
2019-06-01,Trat ,east,0.5922999999999999,145191,164839,136159,28680,1391310000,955240000,436070000
2019-06-01,Nakhon Nayok ,east,0.6195,137656,232941,232071,870,624630000,621990000,2640000
2019-06-01,Prachinburi ,east,0.5178,83396,135349,128275,7074,423910000,382340000,41570000
2019-06-01,Rayong ,east,0.8049,437564,724951,691326,33625,2954660000,2656360000,298300000
2019-06-01,Sa Kaeo ,east,0.564,64022,182463,164664,17799,558920000,510390000,48530000
2019-06-01,Phuket ,south,0.7497,1061379,1181192,296803,884389,31831300000,3367540000,28463760000
2019-06-01,Phatthalung ,south,0.6389,64655,105663,102934,2729,254410000,248300000,6110000
2019-06-01,Trang ,south,0.44170000000000004,61901,94752,86071,8681,530740000,460130000,70610000
2019-06-01,Ranong ,south,0.5492,52726,64003,59443,4560,402250000,367000000,35250000
2019-06-01,Chumphon ,south,0.6668000000000001,110778,127451,120207,7244,665960000,637300000,28660000
2019-06-01,Pattani ,south,0.8131999999999999,21660,22668,22552,116,81800000,81320000,480000
2019-06-01,Yala ,south,0.518,50676,54492,4224,50268,289920000,13460000,276460000
2019-06-01,Nakhon Si Thammarat ,south,0.5425,209065,324718,320509,4209,1683590000,1661030000,22560000
2019-06-01,Narathiwat ,south,0.5166,48227,51177,11015,40162,275040000,51660000,223380000
2019-06-01,Krabi ,south,0.5328,275731,541085,164162,376923,6811420000,2288910000,4522510000
2019-06-01,Songkhla ,south,0.6487999999999999,368099,467937,234785,233152,4567220000,1760720000,2806500000
2019-06-01,Phang Nga ,south,0.5567,67162,358485,81748,276737,3423430000,357790000,3065640000
2019-06-01,Surat Thani ,south,0.5871,347860,383680,164863,218817,5993670000,1325910000,4667760000
2019-06-01,Satun ,south,0.5927,60615,97514,82088,15426,420270000,354840000,65430000
2019-06-01,Kamphaeng Phet ,north,0.4435,32150,60458,58012,2446,138080000,134080000,4000000
2019-06-01,Chiang Rai ,north,0.4039,197284,237699,199713,37986,1755190000,1283200000,471990000
2019-06-01,Chiang Mai ,north,0.6915,659246,753272,498717,254555,7246880000,4256740000,2990140000
2019-06-01,Phichit ,north,0.43689999999999996,25369,62521,61969,552,89170000,88070000,1100000
2019-06-01,Nakhon Sawan ,north,0.5158,79635,216622,212617,4005,450360000,442520000,7840000
2019-06-01,Tak ,north,0.5937,131440,182675,181264,1411,591090000,586610000,4480000
2019-06-01,Phitsanulok ,north,0.528,146262,266099,255884,10215,583880000,532550000,51330000
2019-06-01,Phayao ,north,0.3993,17017,31987,30712,1275,63170000,61240000,1930000
2019-06-01,Phetchabun ,north,0.4347,141950,175836,173532,2304,538530000,529190000,9340000
2019-06-01,Phrae ,north,0.4321,19883,49829,46272,3557,95300000,84690000,10610000
2019-06-01,Lampang ,north,0.5761999999999999,45953,82772,78644,4128,267310000,246570000,20740000
2019-06-01,Lamphun ,north,0.5231,19567,82308,78191,4117,113680000,108880000,4800000
2019-06-01,Mae Hong Son ,north,0.30820000000000003,54882,61113,41266,19847,364100000,174400000,189700000
2019-06-01,Uttaradit ,north,0.5094,49696,64821,64404,417,158340000,157620000,720000
2019-06-01,Uthai Thani ,north,0.4147,24536,55056,54319,737,89260000,87720000,1540000
2019-06-01,Sukhothai ,north,0.5572,68256,120947,98335,22612,269700000,201170000,68530000
2019-06-01,Nan ,north,0.5623,51017,73738,71986,1752,244760000,238350000,6410000
2019-06-01,Kalasin ,east_northeast,0.5577000000000001,22756,55086,54761,325,108190000,107540000,650000
2019-06-01,Khon Kaen ,east_northeast,0.5533,185698,411152,404740,6412,1247070000,1209250000,37820000
2019-06-01,Chaiyaphum ,east_northeast,0.5892000000000001,75654,147178,145781,1397,185860000,183590000,2270000
2019-06-01,Nakhon Phanom ,east_northeast,0.5681,34858,89809,81318,8491,176250000,164770000,11480000
2019-06-01,Nakhon Ratchasima ,east_northeast,0.5546,427592,781814,769072,12742,1842990000,1789210000,53780000
2019-06-01,Buriram ,east_northeast,0.5602,93944,193969,190240,3729,274360000,268910000,5450000
2019-06-01,Maha Sarakham ,east_northeast,0.47479999999999994,34327,56756,56133,623,118970000,117620000,1350000
2019-06-01,Mukdahan ,east_northeast,0.5257000000000001,47028,154745,139486,15259,226430000,198280000,28150000
2019-06-01,Roi Et ,east_northeast,0.4779,34336,70416,69792,624,113690000,112270000,1420000
2019-06-01,Loei ,east_northeast,0.5886,101848,185677,183165,2512,350030000,341980000,8050000
2019-06-01,Sisaket ,south,0.5478999999999999,26567,138204,136750,1454,182640000,178150000,4490000
2019-06-01,Surin ,east_northeast,0.5001,69586,99078,97476,1602,195890000,188850000,7040000
2019-06-01,Nong Khai ,east_northeast,0.5483,81468,237819,187131,50688,471220000,402100000,69120000
2019-06-01,Bueng Kan ,east_northeast,0.5693,21594,49578,48860,718,73160000,71840000,1320000
2019-06-01,Udon Thani ,east_northeast,0.6947,172223,313347,301798,11549,858180000,805060000,53120000
2019-06-01,Ubon Ratchathani ,east_northeast,0.6258,101417,256352,243772,12580,588200000,538330000,49870000
2019-06-01,Sakon Nakhon ,east_northeast,0.5590999999999999,66671,127830,127327,503,244190000,242080000,2110000
2019-06-01,Yasothon ,east_northeast,0.5941,15844,56638,55116,1522,102370000,97840000,4530000
2019-06-01,Amnat Charoen ,east_northeast,0.4885,6454,19714,19094,620,26630000,24300000,2330000
2019-06-01,Nong Bua Lamphu ,east_northeast,0.48100000000000004,11457,25922,25856,66,28830000,28750000,80000
2019-07-01,Bangkok,central,0.7854000000000001,3008999,6131044,3895533,2235511,104035660000,44719800000,59315860000
2019-07-01,Lopburi ,central,0.47859999999999997,38352,382896,381273,1623,534740000,531920000,2820000
2019-07-01,Phra Nakhon Si Ayutthaya ,central,0.5719,78614,742818,553104,189714,1394250000,949950000,444300000
2019-07-01,Saraburi ,central,0.4918,55597,421328,410699,10629,511680000,498340000,13340000
2019-07-01,Chainat ,central,0.7139,24004,66583,66109,474,108190000,107380000,810000
2019-07-01,Nakhon Pathom ,central,0.7543000000000001,116937,494985,479509,15476,684400000,653730000,30670000
2019-07-01,Sing Buri ,central,0.5678,15311,38466,38093,373,63020000,62460000,560000
2019-07-01,Ang Thong ,central,0.6129,15891,66034,60045,5989,72330000,65470000,6860000
2019-07-01,Nonthaburi ,central,0.5781000000000001,80728,203964,188347,15617,306180000,272990000,33190000
